STATION;VALID_FROM;VALID_TO;ISSUE_ID;ISSUE_RELEVANCY;ISSUE DESCRIPTION;TESTED;TESTER;INPUT1;INPUT2;STATUS;COMMENTS
BW.UH3..EHN;2010-04-28;2010-05-05;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 200.0 Hz, corner period: 122.60 s)
BW.UH3..EHZ;2010-04-28;2010-05-05;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 200.0 Hz, corner period: 122.60 s)
BW.UH3..BHE;2020-12-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 119.80 s, table: 1.00 s
BW.UH3..BHN;2020-12-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 119.80 s, table: 1.00 s
BW.UH3..BHZ;2020-12-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 119.80 s, table: 1.00 s
BW.UH3..HHE;2020-12-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 119.80 s, table: 1.00 s
BW.UH3..HHN;2020-12-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 119.80 s, table: 1.00 s
BW.UH3..HHZ;2020-12-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 119.80 s, table: 1.00 s
BW.ZUGS..BHZ;2017-08-10;2018-12-31;4.04;5;metadata - not conjugated Poles in the PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: imag(prod(Poles))!=0  stage1: Poles=[(-0.074024-0.07402j), (-0.074024+0.074024j), (-502.6+0j), (-1005.3+0j), (-1130.9+0j)]
BW.ZUGS..HHE;2019-04-10;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 1.00 s
BW.ZUGS..HHN;2019-04-10;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 1.00 s
BW.ZUGS..HHZ;2019-04-10;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 1.00 s
C4.CERN1..HH3;2017-03-01;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 61.37 s)
C4.CERN1..HH2;2017-03-01;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 61.37 s)
C4.CERN1..HHZ;2017-03-01;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 61.37 s)
C4.CERN5..HH3;2017-03-01;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 61.37 s)
C4.CERN5..HH2;2017-03-01;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 61.37 s)
C4.CERN5..HHZ;2017-03-01;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 61.37 s)
C4.CERNS..HHE;2017-02-15;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 61.37 s)
C4.CERNS..HHN;2017-02-15;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 61.37 s)
C4.CERNS..HHZ;2017-02-15;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 61.37 s)
CH.ACB..SHZ;2000-12-14;2003-06-17;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 120.0 Hz, corner period: 1.84 s)
CH.ACB..SHZ;1994-11-30;2000-12-14;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHZ;1994-11-21;1994-11-30;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHZ;1994-08-31;1994-11-21;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHZ;1992-04-29;1994-08-31;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHZ;1983-07-13;1992-04-29;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.57 s)
CH.ACB..SHN;2000-12-14;2003-06-17;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 120.0 Hz, corner period: 1.84 s)
CH.ACB..SHN;1994-11-30;2000-12-14;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHN;1994-11-21;1994-11-30;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHN;1994-08-31;1994-11-21;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHN;1992-04-29;1994-08-31;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHN;1983-07-13;1992-04-29;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.57 s)
CH.ACB..SHE;2000-12-14;2003-06-17;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 120.0 Hz, corner period: 1.84 s)
CH.ACB..SHE;1994-11-30;2000-12-14;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHE;1994-11-21;1994-11-30;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHE;1994-08-31;1994-11-21;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHE;1992-04-29;1994-08-31;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.84 s)
CH.ACB..SHE;1983-07-13;1992-04-29;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band S -> E (sr: 100.0 Hz, corner period: 1.57 s)
CH.FLACH.01.HHE;2023-02-24;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 1.00 s
CH.FLACH.01.HHN;2023-02-24;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 1.00 s
CH.FLACH.01.HHZ;2023-02-24;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 1.00 s
CH.LLS..SHZ;1975-01-11;1978-12-06;4.01;5;metadata - no Poles in PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: len(P)=0  stage1: len(Poles,Zeros)=(0,0)
CH.MATTE..EHA;2006-10-31;2012-05-10;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.MATTE..EHA;2012-05-10;2016-07-17;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.MATTE..EHA;2016-07-17;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.MATTE..EHB;2006-10-31;2012-05-10;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.MATTE..EHB;2012-05-10;2016-07-17;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.MATTE..EHB;2016-07-17;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.MATTE..EHC;2006-10-31;2012-05-10;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.MATTE..EHC;2012-05-10;2016-07-17;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.MATTE..EHC;2016-07-17;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.OTER2..EH2;2006-10-31;2012-05-10;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.OTER2..EH2;2012-05-10;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.OTER2..EH3;2006-10-31;2012-05-10;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.OTER2..EH3;2012-05-10;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.OTER2..EHZ;2006-10-31;2012-05-10;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.OTER2..EHZ;2012-05-10;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band E -> D (sr: 500.0 Hz, corner period: 0.30 s)
CH.SGT00.BT.HH1;2023-11-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
CH.SGT00.BT.HHZ;2023-11-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
CH.SGT00.BT.BH2;2023-11-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
CH.SGT00.BT.BH1;2023-11-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
CH.SGT00.BT.BHZ;2023-11-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
CH.SGT00.BT.LH2;2023-11-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
CH.SGT00.BT.LH1;2023-11-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
CH.SGT00.BT.LHZ;2023-11-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
CH.SGT00.BT.HH2;2023-11-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
CL.AGRP.00.EHE;2012-04-10;2012-06-20;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.AGRP.00.EHN;2012-04-10;2012-06-20;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.AGRP.00.EHZ;2012-04-10;2012-06-20;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.MALA.00.HHE;2021-08-05;2021-09-22;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.97 s)
CL.MALA.00.HHN;2021-08-05;2021-09-22;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.97 s)
CL.MALA.00.HHZ;2021-08-05;2021-09-22;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.97 s)
CL.MALA.00.EHE;2022-12-03;2023-11-16;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 12.79 s)
CL.MALA.00.EHN;2022-12-03;2023-11-16;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 12.79 s)
CL.MALA.00.EHZ;2022-12-03;2023-11-16;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 12.79 s)
CL.PSAM.00.EHE;2013-06-13;2013-10-01;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.PSAM.00.EHN;2013-06-13;2013-10-01;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.PSAM.00.EHZ;2013-06-13;2013-10-01;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.ROD3.01.EHE;2010-10-23;2011-06-16;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.ROD3.01.EHN;2010-10-23;2011-06-16;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.ROD3.01.EHZ;2010-10-23;2011-06-16;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.TRIZ.00.EHE;2010-10-20;2011-06-17;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.TRIZ.00.EHN;2010-10-20;2011-06-17;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.TRIZ.00.EHZ;2010-10-20;2011-06-17;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.ZIRI.01.EHE;2011-06-15;2012-06-19;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
CL.ZIRI.01.EHN;2011-06-15;2012-06-19;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 20.29 s)
